"START_LON","START_LAT"
-15.40533,28.1107
-15.40538,28.11062
-15.4055,28.11008
-15.4057,28.10965
-15.4064,28.10878
-15.40672,28.10862
-15.40693,28.10857
-15.40677,28.10853
-15.40685,28.10857
-15.40707,28.10857
-15.40677,28.10855
-15.40677,28.10858
-15.4072,28.10863
-15.40682,28.10855
-15.40683,28.10855
-15.40705,28.10867
-15.40702,28.10867
-15.4069,28.10858
-15.40685,28.10857
-15.40695,28.10862
-15.40722,28.10867
-15.40682,28.10857
-15.40703,28.10873
-15.40688,28.10868
-15.4072,28.10872
-15.40713,28.10868
-15.40707,28.10867
-15.40678,28.10925
-15.40647,28.10965
-15.4061,28.11008
-15.40658,28.11052
-15.40928,28.11328
-15.41313,28.11843
-15.41633,28.12272
-15.4185,28.12582
-15.42015,28.1294
-15.42033,28.13287
-15.42023,28.1344
-15.41973,28.13757
-15.41927,28.13927
-15.41895,28.14063
-15.41822,28.1424
-15.41763,28.14363
-15.41733,28.14447
-15.41735,28.14482
-15.41733,28.14482
-15.41733,28.1448
-15.41735,28.14482
-15.41737,28.14482
-15.41735,28.14483
-15.41735,28.14483
-15.41735,28.14482
-15.41735,28.14482
-15.41741,28.14489
-15.4178,28.14522
-15.4192,28.14428
-15.41917,28.14207
-15.41928,28.13777
-15.41955,28.13163
-15.41935,28.12773
-15.41635,28.124
-15.40997,28.11895
-15.4011,28.11723
-15.3947,28.11982
-15.38562,28.12294
-15.37852,28.12775
-15.377,28.13177
-15.37377,28.13965
-15.37196,28.10465
-15.37542,28.10612
-15.37858,28.10495
-15.38122,28.104
-15.38472,28.10403
-15.38799,28.10361
-15.39168,28.10323
-15.39451,28.10282
-15.39743,28.10259
-15.39813,28.10259
-15.39878,28.1025
-15.39937,28.10236
-15.39979,28.10211
-15.4006,28.10183
-15.401,28.10191
-15.39863,28.10253
-15.40077,28.10235
-15.39573,28.10261
-15.40073,28.10181
-15.40041,28.10167
-15.4008,28.10185
-15.40069,28.10181
-15.40052,28.10173
-15.40047,28.10161
-15.40035,28.10154
-15.40018,28.10151
-15.40014,28.10142
-15.4002,28.10152
-15.40003,28.10143
-15.40024,28.10151
-15.39985,28.10137
-15.40006,28.10144
-15.4001,28.10141
-15.40036,28.10156
-15.39998,28.10138
-15.40004,28.1014
-15.40001,28.10141
-15.40011,28.10142
-15.40016,28.10143
-15.40008,28.10147
-15.40006,28.10149
-15.39995,28.10173
-15.39982,28.102
-15.39964,28.10222
-15.39943,28.10242
-15.39907,28.10273
-15.39881,28.10355
-15.3967,28.10512
-15.39045,28.10716
-15.38173,28.10837
-15.37459,28.12592
-15.38027,28.12075
-15.38556,28.11689
-15.3904,28.11639
-15.3943,28.1163
-15.39845,28.1164
-15.40338,28.11681
-15.40794,28.11873
-15.4128,28.12153
-15.41695,28.12471
-15.41897,28.12754
-15.41873,28.12931
-15.41837,28.13072
-15.41795,28.13144
-15.41778,28.13164
-15.41763,28.13162
-15.41768,28.13162
-15.41768,28.13162
-15.41768,28.13163
-15.41769,28.13161
-15.41768,28.13161
-15.41775,28.13161
-15.41762,28.13166
-15.41765,28.13161
-15.41767,28.1316
-15.41767,28.13156
-15.41768,28.13161
-15.4177,28.13161
-15.4177,28.1316
-15.4177,28.13163
-15.41761,28.13162
-15.41761,28.1316
-15.4176,28.13161
-15.41759,28.13159
-15.41774,28.1316
-15.41762,28.13158
-15.41742,28.13165
-15.41751,28.13148
-15.41759,28.1316
-15.41761,28.13161
-15.41766,28.1316
-15.41767,28.13162
-15.41761,28.13158
-15.41764,28.13158
-15.41755,28.13159
-15.41768,28.13158
-15.41764,28.13152
-15.41753,28.13155
-15.41757,28.13159
-15.4177,28.13159
-15.41768,28.13162
-15.41795,28.13151
-15.42033,28.13075
-15.4199,28.13034
-15.41768,28.12668
