imo,MMSI,ais.type,call.Sign,flag,gross.tonnage,deadweight,length,width,image.src,ship.type,name,vessel.type
9440473,538003856,Tanker,V7TP9,Marshall Is [MH],42225,74103,229,11,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=323512&size=,Chemical Tanker,ALTESSE,Tanker
9110975,371443000,Cargo,3ECR5,Panama [PA],37518,42938,242,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=104622&size=,Container Ship,MSC JAPAN,Container Ship
9466001,564458000,Tanker,9V2614,Singapore [SG],30241,49999,183,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1233531&size=,Oil/Chemical Tanker,TORM ALEXANDRA,Tanker
9143312,312256000,Cargo,V3QG9,Belize [BZ],11478,18468,145,24,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=589616&size=,General Cargo,SEA BREEZE,General Cargo
NA,635000610,Unspecified,FGF6784,Antarctica [AQ],NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,Unspecified,S1883,Unspecified
NA,224172130,Sailing Vessel,-,Spain [ES],NA,NA,11,3,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=721037&size=,Sailing Vessel,ALECO,Pleasure Craft
9270622,564612000,Tug,9V6219,Singapore [SG],2332,2162,68,95,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=693889&size=,Tug/Supply Vessel,PACIFIC WYVERN,Tug/Supply Vessel
1009285,538080046,Pleasure Craft,V7NM3,Marshall Is [MH],349,NA,38,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=387644&size=,Yacht,PERLE BLEUE,Yacht
8754499,538001679,Other,V7DO6,Marshall Is [MH],22194,NA,NA,1986,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1780050&size=,Platform,TRANSOCEAN ARCTIC,Platform
9233703,239883000,Cargo,SWUK,Greece [GR],86201,169163,288,97,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=105798&size=,Bulk Carrier,MARIA A.ANGELICOUSSI,Bulk Carrier
7403641,353038000,Fishing,H9HE,Panama [PA],1897,1567,76,75,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2164876&size=,Trawler,ALBACORA DIEZ,Trawler
9143879,242559000,Cargo - Hazard A (Major),CNA4477,Morocco [MA],9146,9950,133,7,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=129059&size=,Container Ship,CIELO DI CASABLANCA,Container Ship
9384306,212758000,Tanker,5BPY2,Cyprus [CY],29967,51000,182,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=138021&size=,Oil Products Tanker,PRISCO IRINA,Tanker
9080675,277344000,Cargo,LYSE,Lithuania [LT],1909,2350,89,16,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=83307&size=,General Cargo,LYRIKA,General Cargo
8814237,371322000,Cargo,3ECC7,Panama [PA],3503,4243,99,98,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=491100&size=,Reefer,HAI FENG 895,Reefer
9558402,538005506,Tanker,V7EP2,Marshall Is [MH],12042,19909,146,19,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=801270&size=,Oil/Chemical Tanker,FAIRCHEM MAVERICK,Tanker
9640762,235091541,Tug,2FIL4,United Kingdom [GB],149,NA,26,48,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=793683&size=,Utility Vessel,MARTINE P,Utility Vessel
NA,996261005,Cardinal Mark N,-,Gabon [GA],NA,NA,2,2,http://www.marinetraffic.com/img/no_photo.png,Cardinal Mark N,CN H,Cardinal Mark N
9357224,305159000,Cargo,V2DB4,Antigua Barbuda [AG],9625,12796,138,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=90514&size=,General Cargo,BBC GEORGIA,General Cargo
9181493,538004454,Cargo,V7XD7,Marshall Is [MH],15349,24175,158,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1334977&size=,General Cargo,TALA,General Cargo
9540601,271042622,Cargo,TCMD9,Turkey [TR],2861,4300,88,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1304880&size=,General Cargo,SELDENIZ,General Cargo
8816168,311676000,Cargo,C6TJ4,Bahamas [BS],11658,12714,158,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=62721&size=,Reefer,AVELONA STAR,Reefer
9371787,220545000,Tanker,OYIN2,Denmark [DK],11711,17998,147,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=691822&size=,Chemical Tanker,SELANDIA SWAN,Tanker
9371347,236637000,Tanker,ZDNU5,Gibraltar [GI],3212,4605,90,22,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=500747&size=,Oil Products Tanker,ANDROS,Tanker
NA,635000350,Passenger,FGE7004,Antarctica [AQ],NA,NA,18,4,http://www.marinetraffic.com/img/no_photo.png,Passenger,SURFER 1851 S.9,Passenger
9354454,218031000,Cargo - Hazard A (Major),DDSW2,Germany [DE],9981,11271,135,23,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=600340&size=,Container Ship,ANNA SIRKKA,Container Ship
9083055,263739000,Cargo,CSEM,Portugal [PT],7039,8450,126,25,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=481440&size=,Container Ship,MONTE BRASIL,Container Ship
9363845,235061675,Tanker,2AOT5,United Kingdom [GB],11590,19994,145,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=71947&size=,Chemical Tanker,STANLEY PARK,Tanker
9114543,312974000,Cargo,V3SQ9,Belize [BZ],17429,28458,170,27,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=71270&size=,Bulk Carrier,JUDI MERAY,Bulk Carrier
9373618,256761000,Unspecified,9HBV9,Malta [MT],32474,53393,190,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=249573&size=,Bulk Carrier,SIMGE AKSOY,Bulk Carrier
9659672,538005203,Tanker,V7BU8,Marshall Is [MH],22864,30158,183,27,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2023914&size=,Oil/Chemical Tanker,PALANCA MUSCAT,Tanker
9466374,245634000,Cargo,PBUX,Netherlands [NL],11885,17294,142,21,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1778695&size=,General Cargo,ALASKABORG,General Cargo
9215036,239824000,Tanker,SXEE,Greece [GR],78845,150678,274,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=44483&size=,Oil Products Tanker,THERA,Tanker
9440100,248549000,Cargo,9HA2406,Malta [MT],36825,11409,169,58,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=295888&size=,Vehicles Carrier,NEPTUNE ILIAD,Vehicles Carrier
NA,227160750,Sailing Vessel,FJ3122,France [FR],NA,NA,13,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=800368&size=,Sailing Vessel,PHANTASME,Pleasure Craft
9414034,240892000,Tanker,SVAQ6,Greece [GR],56957,105333,244,42,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=637055&size=,Oil Products Tanker,MARAN SAGITTA,Tanker
9534846,477434800,Tanker,VRIJ8,Hong Kong [HK],157225,296722,330,60,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=633477&size=,Crude Oil Tanker,DALIAN VENTURE,Tanker
9165281,311005100,Tanker,C6XD2,Bahamas [BS],28400,47236,182,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=126989&size=,Crude Oil Tanker,SALAMIS,Tanker
9535539,248178000,Tanker,9HA2226,Malta [MT],2974,4115,98,71,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=772610&size=,Oil/Chemical Tanker,BESIKTAS GALATA,Tanker
7819759,616401000,Cargo,D6DA5,Comoros [KM],1753,2225,75,21,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=742579&size=,Reefer,SILVER ICE,Reefer
9202510,244730000,Cargo,PFAQ,Netherlands [NL],16639,21250,172,25,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=711152&size=,General Cargo,SCHELDEGRACHT,General Cargo
NA,244072000,Pleasure Craft,PB5520,Netherlands [NL],NA,NA,21,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=331826&size=,Pleasure Craft,AXONITE,Pleasure Craft
9260469,220263000,Cargo - Hazard B,OUOW2,Denmark [DK],93496,109000,352,25,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=339033&size=,Container Ship,ALBERT MAERSK,Container Ship
9346457,355364000,Tanker,3FPC4,Panama [PA],38899,63599,228,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=55828&size=,Oil Products Tanker,LUMEN N,Tanker
9281853,240680000,Tanker,SYPX,Greece [GR],40038,69714,228,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=143799&size=,Crude Oil Tanker,ANTIKEROS,Tanker
9288045,244584000,Cargo,PHAQ,Netherlands [NL],16676,21250,172,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1087315&size=,General Cargo,STATENGRACHT,General Cargo
9570888,235077287,Tug,2DAL6,United Kingdom [GB],126,NA,25,1,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=281101&size=,Utility Vessel,AILEEN M,Utility Vessel
9381392,636092366,Cargo,D5BC4,Liberia [LR],9611,12740,138,12,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=182798&size=,General Cargo,HHL VOLGA,General Cargo
8820016,219354000,Cargo,OXOM2,Denmark [DK],18979,25275,176,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=32476&size=,Container Ship,CLARA MAERSK,Container Ship
9356115,477552100,Cargo - Hazard A (Major),VRLA5,Hong Kong [HK],25904,35144,210,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=48644&size=,Container Ship,SAFMARINE NUBA,Container Ship
9465291,373068000,Cargo - Hazard A (Major),3EYG3,Panama [PA],141635,140951,366,37,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=861248&size=,Container Ship,MSC REGULUS,Container Ship
9421790,636091630,Other,A8QP8,Liberia [LR],2177,3250,73,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2071427&size=,Offshore Supply Ship,HELLESPONT DRIVE,Offshore Supply Ship
8804579,311042400,Cargo,C6YQ9,Bahamas [BS],5084,6120,109,18,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=67850&size=,Reefer,GREEN MALOY,Reefer
8311106,538004733,Cargo,V7YT9,Marshall Is [MH],12401,14567,144,63,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=293775&size=,Reefer,ICE ROSE,Reefer
NA,265523120,Pleasure Craft,SFC7866,Sweden [SE],NA,NA,12,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1734216&size=,Pleasure Craft,AZIZA,Pleasure Craft
9338814,636013219,Tanker,A8LL6,Liberia [LR],26900,47344,182,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1773479&size=,Tanker,NORD OBSERVER,Tanker
NA,123456798,Fishing,-,-,NA,NA,160,34,http://www.marinetraffic.com/img/no_photo.png,Fishing,888,Fishing Vessel
7233644,224003210,Port Tender,EAXK,Spain [ES],558,747,57,52,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1534281&size=,Motor Hopper,NAVAL SEGUNDO,Motor Hopper
9357327,309905000,Cargo,C6WE4,Bahamas [BS],57692,21020,199,91,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=356933&size=,Vehicles Carrier,GARNET LEADER,Vehicles Carrier
NA,663094000,Military Ops,-,Senegal [SN],NA,NA,33,6,http://www.marinetraffic.com/img/no_photo.png,Military Ops,FERLO,Military Ops
9394650,253431000,Unspecified,LXYH,Luxembourg [LU],1733,1456,59,78,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2198082&size=,Multi Purpose Offshore Vessel,BOURBON LIBERTY 229,Multi Purpose Offshore Vessel
9294020,636091995,Cargo - Hazard A (Major),A8VF7,Liberia [LR],25672,33648,207,30,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=117353&size=,Container Ship,JPO GEMINI,Container Ship
9514456,248280000,Tanker,9HA2297,Malta [MT],5655,8402,123,25,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=195283&size=,Oil/Chemical Tanker,HEATHER,Tanker
9326536,229570000,Cargo,9HA3412,Malta [MT],39738,76596,224,94,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=298977&size=,Bulk Carrier,NAVIOS GALILEO,Bulk Carrier
9006368,235097248,Cargo,2GGS3,United Kingdom [GB],2450,3710,87,82,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=659598&size=,General Cargo,CELTIC CRUSADER,General Cargo
9579389,657974000,Other,5NTQ3,Nigeria [NG],475,369,36,11,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=565673&size=,Tug,EKULO SPIRIT,Tug
9325049,309072000,Tanker,C6VR3,Bahamas [BS],83469,158425,274,48,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1825570&size=,Crude Oil Tanker,SONANGOL NAMIBE,Tanker
9160279,412263000,Cargo,BORC,China [CN],16677,27635,168,76,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=30000&size=,Bulk Carrier,NAN CHANG HAI,Bulk Carrier
9353228,636091346,Cargo - Hazard B,A8MH2,Liberia [LR],35975,42183,231,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=94351&size=,Container Ship,NORTHERN DEBONAIR,Container Ship
9150303,477450000,Cargo,VRYZ5,Hong Kong [HK],18207,22271,169,84,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=624894&size=,General Cargo,YONGXING,General Cargo
9346160,311028800,Cargo,C6YB8,Bahamas [BS],32474,53350,190,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=174334&size=,Bulk Carrier,TUBARAO,Bulk Carrier
9409120,352665000,Cargo,HOVQ,Panama [PA],92250,178831,292,44,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=563831&size=,Bulk Carrier,CAPE MATHILDE,Bulk Carrier
8765383,576898000,Other,YJUC3,Vanuatu [VU],14684,22825,70,41,http://www.marinetraffic.com/img/no_photo.png,Platform,GSF CONSTELLATION II,Platform
9004499,209368000,Cargo,5BFD3,Cyprus [CY],6030,9597,113,12,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1575936&size=,General Cargo,GRANAT,General Cargo
NA,657031000,Passenger,5NMG,Nigeria [NG],NA,NA,18,4,http://www.marinetraffic.com/img/no_photo.png,Passenger,S1833,Passenger
8921107,431704490,Fishing,JJVU,Japan [JP],439,NA,49,9,http://www.marinetraffic.com/img/no_photo.png,Fishing Vessel,DAIKICHI MARU NO.1,Fishing Vessel
9514391,353131000,Cargo,3EXK3,Panama [PA],31762,56208,190,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=175278&size=,Bulk Carrier,OCEAN0PHOENIX,Bulk Carrier
9641857,636015871,Cargo,D5DG3,Liberia [LR],50625,95768,234,98,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1597694&size=,Bulk Carrier,SUNNY SMILE,Bulk Carrier
9527996,565895000,Cargo,9V7779,Singapore [SG],20809,32740,179,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1151127&size=,Bulk Carrier,SENTOSA BULKER,Bulk Carrier
9382152,354089000,Tanker,3FRQ6,Panama [PA],4599,6311,102,71,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1315053&size=,Oil Products Tanker,LEROS,Tanker
9298507,240729000,Tanker - Hazard A (Major),SVNP,Greece [GR],29021,50939,183,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=267400&size=,Oil/Chemical Tanker,MINERVA ANNA,Tanker
NA,225981430,Passenger,-,Spain [ES],NA,NA,23,12,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1739198&size=,Passenger,PRINCESS CAT,Passenger
9612947,617081000,High Speed Craft,D4GD,Cape Verde [CV],478,NA,50,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=651890&size=,Patrol Vessel,GUARDIAO,Patrol Vessel
9636993,255804670,Pleasure Craft,CQKS,Portugal [PT],478,129,44,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=978683&size=,Yacht,BARON TRENCK,Yacht
9525340,566145000,Cargo,9V9498,Singapore [SG],50869,65458,249,12,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1134774&size=,Container Ship,MAERSK CONGO,Container Ship
9273260,564111000,Tanker,S6AA9,Singapore [SG],41503,72718,227,83,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=215481&size=,Oil Products Tanker,TORM SARA,Tanker
9143257,256371000,Cargo,9HSL8,Malta [MT],2748,4570,89,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=530316&size=,General Cargo,JANET,General Cargo
9713478,357920000,Cargo,3FRX8,Panama [PA],34810,61330,199,32,http://www.marinetraffic.com/img/no_photo.png,Bulk Carrier,AMSTEL OSPREY,Bulk Carrier
9191254,305842000,Cargo,V2QA,Antigua Barbuda [AG],2997,4433,99,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=449102&size=,General Cargo,BACCARA,General Cargo
NA,224080480,Fishing,-,Spain [ES],NA,NA,NA,NA,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=666662&size=,Fishing,TIO VICTOR DOS,Fishing Vessel
9045728,304743000,Cargo,V2OY2,Antigua Barbuda [AG],5458,8049,125,15,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=676416&size=,General Cargo,NOTOS,General Cargo
NA,228253700,Sailing Vessel,FAAH,France [FR],NA,NA,12,5,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,VOILES 44,Pleasure Craft
NA,242162100,Fishing,CNA4845,Morocco [MA],NA,NA,60,13,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1606266&size=,Fishing,BULAND,Fishing Vessel
9223722,355828000,Tanker - Hazard B,H9AH,Panama [PA],27955,45290,179,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=415084&size=,Chemical Tanker,AMBASSADOR NORRIS,Tanker
9427988,248058000,Tanker - Hazard B,9HA2150,Malta [MT],8995,14368,142,98,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=868300&size=,Chemical Tanker,BORCHALI,Tanker
9467627,248865000,Cargo,9HA2553,Malta [MT],23426,33745,180,30,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=351063&size=,Bulk Carrier,ORIENT ACCORD,Bulk Carrier
NA,227119710,Sailing Vessel,FT3181,France [FR],NA,NA,12,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1877589&size=,Sailing Vessel,BABIG GLAZ,Pleasure Craft
9034731,215819000,Tanker,9HBW8,Malta [MT],5499,8674,113,64,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=508276&size=,Oil/Chemical Tanker,TOUR MARGAUX,Tanker
9258909,576749000,Tug,YJSJ3,Vanuatu [VU],3183,3955,79,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=991889&size=,Offshore Supply Ship,WILLIAM C.HIGHTOWER,Offshore Supply Ship
9443401,538003354,Tanker - Hazard D (Recognizable),V7QG2,Marshall Is [MH],163922,130026,345,53,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=269881&size=,LNG Tanker,AAMIRA,LNG Tanker
9607150,373216000,Cargo,3FIH4,Panama [PA],44096,81420,332,30,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=956672&size=,Bulk Carrier,MIRAERO ACE,Bulk Carrier
9308998,240284000,Tanker,SXKH,Greece [GR],40682,72292,228,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=54428&size=,Oil Products Tanker,ARCHANGELOS GABRIEL,Tanker
8507212,564358000,Cargo,9V8148,Singapore [SG],27972,43131,201,29,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1261641&size=,General Cargo,GRINDANGER,General Cargo
9362334,226324000,Cargo - Hazard A (Major),FNMV,France [FR],17594,18860,170,27,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=358853&size=,Container Ship,MARFRET GUYANE,Container Ship
9413523,310612000,Tanker,ZCEE6,Bermuda [BM],36168,65055,182,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=479225&size=,Oil/Chemical Tanker,STENA PREMIUM,Tanker
9307944,636091469,Tanker,A8OF4,Liberia [LR],40000,73400,228,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=436447&size=,Crude Oil Tanker,HERMIONE,Tanker
9321287,304742000,Tug,V20Y1,Antigua Barbuda [AG],1262,854,48,81,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=638447&size=,Tug,BREMEN FIGHTER,Tug
9465265,636015506,Cargo - Hazard A (Major),D5BE4,Liberia [LR],141635,140989,366,46,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=726962&size=,Container Ship,MSC VEGA,Container Ship
9430038,477936600,Cargo,VRDF2,Hong Kong [HK],91373,177852,291,95,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=128691&size=,Bulk Carrier,GENCO LONDON,Bulk Carrier
9406764,354918000,Cargo,3FER3,Panama [PA],27051,34558,210,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=934355&size=,Container Ship,NYK MARIA,Container Ship
7202700,999999991,Unspecified,YJRU7,-,294,NA,43,11,http://www.marinetraffic.com/img/no_photo.png,Offshore Supply Ship,CABINDA MOON,Offshore Supply Ship
9602368,373327000,Cargo,3FLG8,Panama [PA],43093,82122,228,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1099348&size=,Bulk Carrier,ENERGY TRITON,Bulk Carrier
9291432,311000177,Cargo,C6AW8,Bahamas [BS],40040,76759,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1109429&size=,Bulk Carrier,NEFELI,Bulk Carrier
8739566,224762000,Fishing,EAWP,Spain [ES],76,NA,25,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1808205&size=,Fishing Vessel,NUEVO ATIS,Fishing Vessel
9424223,256801000,Tanker,9HCU9,Malta [MT],7244,11276,150,24,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1107347&size=,Oil/Chemical Tanker,ZA3,Tanker
9497177,235080614,Cargo,2DNX6,United Kingdom [GB],20809,32500,180,28,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1072669&size=,Bulk Carrier,EMILIE BULKER,Bulk Carrier
7938933,247110330,Fishing,IPZP,Italy [IT],612,100,56,10,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1078694&size=,Fishing Vessel,SALVATORE PRIMO,Fishing Vessel
9184433,255925000,Cargo,CQWC,Portugal [PT],NA,NA,86,13,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=922669&size=,General Cargo,BULNES,General Cargo
9199684,304011025,Gross Tonnage:,V2OR,Antigua Barbuda [AG],1846,2500,89,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=266616&size=,Cargo/Containership,ZEUS,Cargo/Containership
9270842,228084000,Cargo,FZCE,France [FR],21528,5200,154,15,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1054319&size=,Ro-Ro Cargo,VILLE DE BORDEAUX,Passenger
NA,576521000,Unspecified,YJVF5,Vanuatu [VU],NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,Unspecified,IBINDA TIDE,Unspecified
9412921,576910000,Cargo,YJQQ5,Vanuatu [VU],2465,2551,71,15,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=286494&size=,Multi Purpose Offshore Vessel,AL HARTHY TIDE,Multi Purpose Offshore Vessel
NA,255670690,Pilot Vessel,CSY04,Portugal [PT],NA,NA,13,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1226752&size=,Pilot Vessel,ILHEU DO LIDO,Pilot Vessel
8112536,657101600,Other,5NWX3,Nigeria [NG],1833,2972,67,42,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=21504&size=,Supply Vessel,PRIME QUEEN,Supply Vessel
9547336,246668000,Cargo,PBXX,Netherlands [NL],4255,6000,114,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=827538&size=,General Cargo,ABIS CALAIS,General Cargo
9460502,636016036,Tanker - Hazard C (Minor),D5EC3,Liberia [LR],11259,17568,144,22,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1122130&size=,Oil/Chemical Tanker,LEON HERC,Tanker
9394179,308811000,Tug,C6WP7,Bahamas [BS],374,307,32,5,http://www.marinetraffic.com/img/no_photo.png,Tug,SMIT RIO MUNI,Tug
9642382,636015986,Cargo,D5DW2,Liberia [LR],41104,75200,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1465802&size=,Bulk Carrier,HERCULES,Bulk Carrier
9457907,538005254,Tanker,V7CE8,Marshall Is [MH],81510,158319,274,48,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1846890&size=,Tanker,RIDGEBURY LESSLEY B,Tanker
9552020,305672000,Cargo,V2FG9,Antigua Barbuda [AG],3500,5217,99,49,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1279967&size=,General Cargo,GRONA BIESSUM,General Cargo
9166651,636016014,Cargo,A8CQ5,Liberia [LR],25499,34116,200,30,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=883761&size=,Container Ship,THASOS,Container Ship
9103013,518812000,Cargo,E5U2759,Cook Is [CK],1087,1049,131,18,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=126976&size=,General Cargo,EGE BEY,General Cargo
9431630,228349600,Cargo - Hazard A (Major),FNOP,France [FR],17567,21260,170,27,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=134838&size=,Container Ship,MARFRET MARAJO,Container Ship
9170183,224704000,High Speed Craft,ECKJ,Spain [ES],5517,340,82,23,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=12296&size=,High Speed Craft,AVEMAR DOS,High Speed Craft
NA,224047790,Passenger,EA5710,Spain [ES],NA,NA,NA,NA,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=373943&size=,Passenger,GRACIOSERO UNO,Passenger
9645774,538005119,Tanker,V7BD3,Marshall Is [MH],29715,51622,183,31,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1771696&size=,Oil/Chemical Tanker,STI LARVOTTO,Tanker
9411226,311020900,Tanker,C6XT2,Bahamas [BS],81384,158143,274,48,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=414204&size=,Oil Products Tanker,BERMUDA SPIRIT,Tanker
9307841,636092140,Cargo,A8XH8,Liberia [LR],25756,33082,207,46,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=535485&size=,Container Ship,TIGER,Container Ship
9302463,238223000,Cargo,9AA4485,Croatia [HR],16418,27112,165,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=250889&size=,Bulk Carrier,PRIVLAKA,Bulk Carrier
9071260,224624000,Tug,EAIN,Spain [ES],335,NA,28,11,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1003130&size=,Tug,VB BRACO,Tug
9542348,246117000,Cargo,PBDY,Netherlands [NL],5925,8703,128,16,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1034934&size=,General Cargo,UAL HOUSTON,General Cargo
9368417,305915000,Cargo,V2GE7,Antigua Barbuda [AG],2956,4624,89,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=205516&size=,General Cargo,CHAVES,General Cargo
9309980,220513000,Tanker,OVSH2,Denmark [DK],24048,38431,182,86,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1271938&size=,Oil Products Tanker,NORD BELL,Tanker
