imo,MMSI,ais.type,call.Sign,flag,gross.tonnage,deadweight,length,width,image.src,ship.type,name,vessel.type
9252096,636015232,Cargo,A8ZK6,Liberia [LR],52701,58281,291,68,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=163457&size=,Container Ship,BOX QUEEN,Container Ship
9258026,229316000,Tanker,9HA3225,Malta [MT],28529,47149,182,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=407529&size=,Tanker,SEA HORIZON,Tanker
9367695,370068000,Tanker,3ERJ6,Panama [PA],26897,47451,182,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1315815&size=,Tanker,CHALLENGE PEARL,Tanker
9141778,211638000,Cargo - Hazard A (Major),DGGE,Germany [DE],21531,30202,182,09,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=361331&size=,Container Ship,SANTA GIULIETTA,Container Ship
9520950,269038000,Cargo,HBLL,Switzerland [CH],32315,58110,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1164104&size=,Bulk Carrier,VINDONISSA,Bulk Carrier
9108128,310132000,Cargo - Hazard A (Major),ZCBD3,Bermuda [BM],33735,34330,216,13,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=124129&size=,Container Ship,LISBON EXPRESS,Container Ship
9298765,240498000,Tanker,SVOL,Greece [GR],84844,163927,274,50,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=258475&size=,Crude Oil Tanker,NAUTILUS,Tanker
9047269,277397000,Cargo,LYTA,Lithuania [LT],7326,8043,134,02,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1142135&size=,Reefer,CASSIOPEA,Reefer
9454424,235081888,Cargo,2DTI4,United Kingdom [GB],150269,165538,365,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=323951&size=,Container Ship,CMA CGM MAGELLAN,Container Ship
9361811,308688000,Cargo,C6WP4,Bahamas [BS],40986,10819,176,31,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=91093&size=,Vehicles Carrier,EMERALD LEADER,Vehicles Carrier
9175834,245811000,Fishing,PEAT,Netherlands [NL],7005,6400,126,17,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=939187&size=,Factory Trawler,AFRIKA,Factory Trawler
1007770,319260000,Pleasure Craft,ZCNG7,Cayman Is [KY],499,75,46,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=116299&size=,Yacht,ALLEGRIA,Yacht
9689407,657100100,Sailing Vessel,5NXJ,Nigeria [NG],168,61,33,25,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1320688&size=,Patrol Vessel,TMC EAGLE,Patrol Vessel
9497050,477550800,Cargo,VRIC2,Hong Kong [HK],41073,75725,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=430806&size=,Bulk Carrier,CF CRYSTAL,Bulk Carrier
NA,657320000,Passenger,5NMG7,Nigeria [NG],NA,NA,19,4,http://www.marinetraffic.com/img/no_photo.png,Passenger,SURFER 1832,Passenger
NA,227254660,Sailing Vessel,FAB9427,France [FR],NA,NA,15,5,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,ZIG ZAG WANDERER,Pleasure Craft
9430997,248678000,Cargo,9HA2466,Malta [MT],6118,8313,123,04,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1249624&size=,General Cargo,WILSON NORFOLK,General Cargo
9505821,311072100,Tanker,C6ZY5,Bahamas [BS],61338,114900,249,48,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1521557&size=,Tanker,GULF VALOUR,Tanker
9422079,538003558,Cargo,V7RP7,Marshall Is [MH],88397,169098,287,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=144743&size=,Bulk Carrier,GENCO COMMODUS,Bulk Carrier
9588366,215517000,Cargo,9HA2749,Malta [MT],22232,34018,180,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=687105&size=,Bulk Carrier,ALYCIA,Bulk Carrier
9656929,210941000,High Speed Craft,5BVC3,Cyprus [CY],464,310,53,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=930731&size=,Crew Boat,BOURBON SIROCCO,Crew Boat
NA,440119730,Passenger,DUH2246,Korea [KR],NA,NA,41,11,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2227899&size=,Passenger,DOLPHINS EXPRESS,Passenger
9180384,212891000,Cargo,P3PA8,Cyprus [CY],21387,34946,199,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=362512&size=,Bulk Carrier,IRYDA,Bulk Carrier
8301175,259758000,Cargo,LAEZ7,Norway [NO],7568,7398,115,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=62505&size=,Fish Factory,OCEAN FRESH,Fish Factory
NA,224267930,Passenger,EA9868,Spain [ES],NA,NA,20,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=352035&size=,Passenger,SALMON ONCE,Passenger
9388584,220583000,Tug,OXRJ2,Denmark [DK],4689,3411,73,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=376193&size=,Tug/Supply Vessel,MAERSK TOPPER,Tug/Supply Vessel
NA,224196220,Sailing Vessel,EA9517,Spain [ES],NA,NA,22,8,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,KALLIOPE TRES,Pleasure Craft
9395719,356387000,Tanker,3ELT2,Panama [PA],6952,9596,122,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1103717&size=,Oil/Chemical Tanker,ANUKET OPAL,Tanker
9429481,273335530,Unspecified,UFAQ,Russia [RU],441,149,28,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1659730&size=,Tug,KAPITAN POPOV,Tug
9283631,309729000,Cargo,C6VA8,Bahamas [BS],40485,74444,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1018351&size=,Bulk Carrier,ERATO,Bulk Carrier
NA,224205780,Sailing Vessel,-,Spain [ES],NA,NA,11,4,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,LADY PAO,Pleasure Craft
9293519,371710000,Cargo,3EDT,Panama [PA],59422,19401,199,97,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=221265&size=,Vehicles Carrier,MARVELOUS ACE,Vehicles Carrier
9290531,371228000,Cargo - Hazard A (Major),3EBT6,Panama [PA],107849,117063,336,64,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=57973&size=,Container Ship,MSC PAMELA,Container Ship
9223813,212728000,Cargo,5BYV2,Cyprus [CY],17944,27028,178,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=979507&size=,Bulk Carrier,MONTROSE,Bulk Carrier
9350757,220546000,Tanker,OYIO2,Denmark [DK],11711,17998,147,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=197337&size=,Chemical Tanker,JUTLANDIA SWAN,Tanker
9583598,477925800,Cargo,VRGQ7,Hong Kong [HK],41342,76000,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=346369&size=,Bulk Carrier,JIA DA,Bulk Carrier
9194311,304791000,Cargo,V2BD2,Antigua Barbuda [AG],2136,2895,100,12,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=8318&size=,General Cargo,RMS BAERL,General Cargo
9370305,246816000,Cargo,PCMI,Netherlands [NL],2545,3758,88,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=509555&size=,General Cargo,CALYPSO,General Cargo
9194995,239751000,Tanker,SWPM,Greece [GR],78918,150183,274,48,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=349396&size=,Crude Oil Tanker,MAJESTIC,Tanker
9568562,636092073,Cargo,A8WG5,Liberia [LR],51225,93183,229,11,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=600569&size=,Bulk Carrier,HARM,Bulk Carrier
9215282,565028000,"Light, without Sectors",9VJY8,Singapore [SG],29980,49592,182,88,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=437409&size=,Oil/Chemical Tanker,BOW SEA,Tanker
8002597,311368000,Passenger,C6SK4,Bahamas [BS],40171,2983,185,26,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1130014&size=,Passengers Ship,OCEAN GALA,Passenger
9590826,355281000,Cargo,3FTM7,Panama [PA],92752,181458,291,98,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=639922&size=,Bulk Carrier,LOWLANDS SUNRISE,Bulk Carrier
9562831,354594000,Cargo,3EZJ6,Panama [PA],9807,14061,127,7,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1000955&size=,General Cargo,MIMASAKA,General Cargo
9447043,249437000,Tanker,9HRW9,Malta [MT],7260,10744,131,85,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=72512&size=,Oil/Chemical Tanker,HULIN,Tanker
9271573,255740000,Tanker,CQRA,Portugal [PT],78896,150611,274,48,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=437636&size=,Tanker,MONTE TOLEDO,Tanker
9004475,248085000,Cargo,9HRB5,Malta [MT],6030,9500,113,12,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=759230&size=,General Cargo,NEFRYT,General Cargo
9421960,636014308,Tanker,A8SW6,Liberia [LR],84029,158070,274,48,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1747937&size=,Oil Products Tanker,SCF PRIMORYE,Tanker
9187318,224876000,Cargo,EAXA,Spain [ES],15224,4695,142,21,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=116427&size=,Vehicles Carrier,L'AUDACE,Vehicles Carrier
9663049,577155000,Unspecified,YJTH4,Vanuatu [VU],2637,1361,66,20,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1551003&size=,Offshore Supply Ship,LIFT TIDE II,Offshore Supply Ship
NA,338091025,Sailing Vessel,-,USA [US],NA,NA,13,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1610690&size=,Sailing Vessel,BONNIE LASS,Pleasure Craft
9381940,271001001,Cargo,TCSW5,Turkey [TR],3034,4962,99,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1443266&size=,General Cargo,ZINNET CAVUSOGLU,General Cargo
9406893,538002875,Cargo,V7MN4,Marshall Is [MH],88955,174261,288,92,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=21298&size=,Bulk Carrier,SEMIRIO,Bulk Carrier
9408712,246924000,Cargo,PCTL,Netherlands [NL],5629,8063,108,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2236897&size=,General Cargo,LAURA,General Cargo
9437505,564364000,Cargo,9V8748,Singapore [SG],20924,31800,179,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=370078&size=,Bulk Carrier,TRANSCENDEN TIME,Bulk Carrier
NA,224306130,Cargo,EHBU,Spain [ES],NA,NA,24,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=152760&size=,Cargo,PUNTA FISTERRA,Cargo
8200931,312580000,Tug,V3DK,Belize [BZ],1063,1259,59,13,http://www.marinetraffic.com/img/no_photo.png,Anchor Handling Vessel,SPSL TIGER SERVICE,Anchor Handling Vessel
9327580,304871000,Cargo,V2BM6,Antigua Barbuda [AG],9957,13733,147,84,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=71918&size=,General Cargo,KARIN S,General Cargo
8978409,572396000,Other,T2RH2,Tuvalu [TV],297,NA,44,19,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1495534&size=,Crew Boat,CAROL ANN MCCALL,Crew Boat
9441867,538005657,Cargo,V7DB3,Marshall Is [MH],72408,26985,232,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=443367&size=,Ro-Ro Cargo,DONG A GLAUCOS,Passenger
7312529,227286224,Cargo,FLRS,France [FR],531,711,46,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=55719&size=,General Cargo,CAP SAINT GEORGES,General Cargo
NA,412209152,Fishing,-,China [CN],NA,NA,46,8,http://www.marinetraffic.com/img/no_photo.png,Fishing,BOYUAN6,Fishing Vessel
8127177,657453000,Unspecified,5NRH1,Nigeria [NG],731,810,51,12,http://www.marinetraffic.com/img/no_photo.png,Offshore Supply Ship,TIM BEGELE,Offshore Supply Ship
9375159,356196000,Cargo,3ELP3,Panama [PA],3254,5246,95,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=57265&size=,General Cargo,BLUE STAR I,General Cargo
9232747,636090645,Cargo - Hazard A (Major),A8CG9,Liberia [LR],32322,39128,211,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=153410&size=,Container Ship,META,Container Ship
9712412,244810083,Tug,PCGS,Netherlands [NL],327,NA,32,10,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2234276&size=,Tug,INGE W,Tug
NA,412110427,Fishing,969,China [CN],NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,Fishing,FU YUAN YU 969,Fishing Vessel
9331103,375353000,Tanker,J8B3398,St Vincent Grenadines,2312,3645,79,9,http://www.marinetraffic.com/img/no_photo.png,Oil Products Tanker,MAJORQUE,Tanker
NA,635000380,Passenger,FGE7008,Antarctica [AQ],NA,NA,18,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=686580&size=,Passenger,SURFER1854 ONE,Passenger
9425162,255805863,Cargo,CQZJ,Portugal [PT],20973,28439,166,44,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=517613&size=,General Cargo,AFRICAN FOREST,General Cargo
1008920,319821000,Pleasure Craft,ZCPA2,Cayman Is [KY],1428,355,60,09,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=11068&size=,Yacht,TURMOIL,Yacht
9644548,229265000,Cargo,9HA3183,Malta [MT],42744,70927,210,37,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1125872&size=,Bulk Carrier,LBC EARTH,Bulk Carrier
9476721,538003831,Cargo,V7TM4,Marshall Is [MH],60213,18701,200,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=360864&size=,Vehicles Carrier,GLOVIS COUNTESS,Vehicles Carrier
NA,235007680,Sailing Vessel,MWOA4,United Kingdom [GB],NA,NA,17,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2070891&size=,Sailing Vessel,BELLATRIX TOO,Pleasure Craft
9268409,224548000,Cargo,ECEC,Spain [ES],16361,4400,149,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=256153&size=,Ro-Ro Cargo,GALICIA,Passenger
9050383,235008400,Cargo,MGSX9,United Kingdom [GB],39012,72338,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=53666&size=,Bulk Carrier,BERGEN MAX,Bulk Carrier
8764913,636011195,Other,ELXM2,Liberia [LR],23404,NA,106,69,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=398341&size=,Platform,SEDCO ENERGY,Platform
NA,224040390,Unspecified,EAJM,Spain [ES],NA,NA,40,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1677983&size=,Unspecified,ELMAR DOS,Unspecified
9356127,219223000,Cargo,OZDJ2,Denmark [DK],25888,35205,210,49,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=942284&size=,Container Ship,MAERSK NEWPORT,Container Ship
9523952,235077715,Cargo,2DCC7,United Kingdom [GB],4151,6250,99,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=827422&size=,General Cargo,KAREN C,General Cargo
9263928,311041700,Tanker - Hazard B,C6YQ3,Bahamas [BS],6837,12503,123,19,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1405820&size=,Oil/Chemical Tanker,TRANS ADRIATIC,Tanker
9464792,209203000,Cargo,5BBV3,Cyprus [CY],33338,57255,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=610933&size=,Bulk Carrier,KARIMU,Bulk Carrier
8907876,311665000,Cargo,C6TJ6,Bahamas [BS],13099,12974,152,23,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=37104&size=,Reefer,SWAN CHACABUCO,Reefer
9294018,304010000,Cargo - Hazard A (Major),V2GN4,Antigua Barbuda [AG],25672,33742,207,39,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=376632&size=,Container Ship,JULIUS S.,Container Ship
9633226,354771000,Cargo,3EVR2,Panama [PA],92758,180200,291,98,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1851564&size=,Bulk Carrier,CAPE ARMERIA,Bulk Carrier
8914776,271043873,Tanker,TCA3179,Turkey [TR],4988,8224,115,18,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=511873&size=,Chemical Tanker,PARSA,Tanker
9314246,477768100,Cargo,VRCS5,Hong Kong [HK],108069,111571,336,7,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=50358&size=,Container Ship,XIN BEIJING,Container Ship
NA,224204330,Fishing,EA2952,Spain [ES],NA,NA,20,6,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1908022&size=,Fishing,PEMIDAJO,Fishing Vessel
9107708,224458000,Tanker,EBRA,Spain [ES],3984,6525,110,16,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1230854&size=,Oil Products Tanker,FAYCAN,Tanker
9393010,372988000,Tanker,3FUP2,Panama [PA],19440,33609,170,26,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1808253&size=,Chemical Tanker,ARGENT COSMOS,Tanker
9357614,355251000,Tanker,3FQS9,Panama [PA],8251,11027,129,6,http://www.marinetraffic.com/img/no_photo.png,Oil/Chemical Tanker,CHER,Tanker
9278715,353491000,Tanker - Hazard B,HPQG,Panama [PA],16232,26197,159,98,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=146197&size=,Chemical Tanker,GINGA TIGER,Tanker
9196228,370805000,Cargo,3EUJ8,Panama [PA],2035,2759,91,14,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1067366&size=,General Cargo,PEPIN EXPRESS,General Cargo
NA,372220000,Unspecified,3ECB0,Panama [PA],NA,NA,39,9,http://www.marinetraffic.com/img/no_photo.png,Unspecified,COCHETARD F,Unspecified
9441506,311002900,Cargo,C6WY6,Bahamas [BS],58767,20589,199,95,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=360010&size=,Vehicles Carrier,DIGNITY ACE,Vehicles Carrier
NA,635000400,Passenger,FOSS,Antarctica [AQ],NA,NA,26,6,http://www.marinetraffic.com/img/no_photo.png,Passenger,SURFER 254,Passenger
9337444,636013689,Cargo - Hazard A (Major),A8OR4,Liberia [LR],90507,103614,333,24,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=140459&size=,Container Ship,YM UBERTY,Container Ship
9234654,564745000,Tanker,S6HU9,Singapore [SG],161233,318000,333,60,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=110449&size=,Tanker,EAGLE VERMONT,Tanker
9231157,229481000,Cargo,9HA3367,Malta [MT],27093,33220,210,30,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=303646&size=,Container Ship,MSC ZEBRA,Container Ship
9480198,636092270,Cargo,A8ZV2,Liberia [LR],61870,74375,270,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=587141&size=,Container Ship,MSC MADRID,Container Ship
9170664,372762000,Cargo,3EKM3,Panama [PA],17784,28164,169,27,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=156280&size=,Bulk Carrier,JIN DA LING,Bulk Carrier
9447809,538004120,Tanker,V7VG9,Marshall Is [MH],23500,26130,174,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=677751&size=,LPG Tanker,GAS MANTA,Tanker
9573804,538004187,Cargo,V7VQ5,Marshall Is [MH],17019,28219,169,37,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=666357&size=,Bulk Carrier,KING CORN,Bulk Carrier
9576947,371583000,Tug,HP6535,Panama [PA],1345,918,62,13,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1703302&size=,Tug,BGP SUPPLY II,Tug
NA,576549000,Passenger,YJVF6,Vanuatu [VU],NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,Passenger,ZOLA TIDE,Passenger
8617938,306869000,Cargo,PJLL,Curacao [CW],42515,12783,216,86,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=54562&size=,Heavy Lift Vessel,TARGET,Heavy Lift Vessel
NA,635000460,Unspecified,FGF2491,Antarctica [AQ],NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,Unspecified,SURFER1861,Unspecified
9638496,566782000,Cargo,9V9958,Singapore [SG],33188,58609,197,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1657877&size=,Bulk Carrier,CYGNUS OCEAN,Bulk Carrier
NA,657106400,High Speed Craft,5NUT5,Nigeria [NG],NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,High Speed Craft,MASUD DEFFENDER,High Speed Craft
9283966,304726000,Cargo,V2OV7,Antigua Barbuda [AG],9611,12806,138,21,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=627637&size=,General Cargo,JETTE,General Cargo
9101182,636015081,Tanker,A8YL5,Liberia [LR],28628,47629,182,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=575624&size=,Oil/Chemical Tanker,LOUSSANA,Tanker
9240251,304239000,Cargo,V2OZ9,Antigua Barbuda [AG],2999,4247,89,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1211492&size=,General Cargo,PARMA,General Cargo
9316828,371995000,Cargo,3EFC3,Panama [PA],93003,185827,290,46,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=383531&size=,Bulk Carrier,CAPE MED,Bulk Carrier
9416434,256054000,Cargo,9HA2811,Malta [MT],23985,34053,180,30,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=196560&size=,Bulk Carrier,SAN FELICE,Bulk Carrier
9290854,371281000,Cargo,3ECA8,Panama [PA],31247,56034,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=415763&size=,Bulk Carrier,IRIS HALO,Bulk Carrier
9426879,212275000,Cargo,5BDB3,Cyprus [CY],21018,33301,171,93,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=857671&size=,Bulk Carrier,MAESTRO EAGLE,Bulk Carrier
9343857,240576000,Cargo,SVKG,Greece [GR],49973,92485,229,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=135991&size=,Bulk Carrier,FANEROMENI,Bulk Carrier
9688893,355273000,Tug,HO6248,Panama [PA],140,NA,23,45,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1535780&size=,Tug,SL MBISSI,Tug
9267857,538004766,Cargo,V7YY6,Marshall Is [MH],7265,12260,115,33,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1188988&size=,Bulk Carrier,DOGAN BEY,Bulk Carrier
9391531,228329800,Tanker - Hazard C (Minor),FNQG,France [FR],29995,50346,183,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2197839&size=,Oil/Chemical Tanker,TAMARIN,Tanker
9210282,236187000,Cargo,ZDFN4,Gibraltar [GI],6204,7598,107,79,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=399101&size=,General Cargo,BBC NORDLAND,General Cargo
9479163,636014331,Cargo,A8TD3,Liberia [LR],151448,297000,327,55,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1108794&size=,Ore Carrier,HELEN N,Ore Carrier
9319208,255802960,Tug,CQOV,Portugal [PT],474,430,33,12,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=156187&size=,Tug,RED DOLPHIN,Tug
